Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
3129,Sabie River Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 357. Replace kerbs or berms,U1,3,950,m,2850,3,4,4,140,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,10,340,No,3400,2,4,9,265,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1,5380,No,5380,2,4,1,19,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S1,S5",1,750,L,750,2,4,4,533,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,AS,5,630,m3,3150,2,4,4,127,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,2,4,1,8,1
3130,3130,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 459. Paint steel rails,AS,1,750,m2,750,2,4,4,533,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,3,4,4,32,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,U2,10,630,m3,6300,3,4,4,63,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,U2,10,950,m2,9500,3,4,4,42,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,1,750,m,750,1,1,1,133,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,12,3100,No,37200,3,4,1,3,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,S1,100,480,m2,48000,3,4,1,2,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,5,750,L,3750,3,4,1,27,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,2,3100,m,6200,2,4,1,16,1
3131,Bejani River Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,BU,25,6180,m,154500,3,4,1,1,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),E2,40,3100,m3,124000,3,4,9,7,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E2,30,630,m,18900,3,4,9,48,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,50,630,m3,31500,3,4,1,3,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,2,750,L,1500,3,4,1,67,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 404. Remove trees (girth < 500 mm),E1,1,750,No,750,3,4,1,133,1
3132,Calcutta Cellular Bridge,Bridge,Bridge Cellular,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,1,750,m,750,2,4,1,133,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S2,2,750,L,1500,3,4,1,67,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,AP,40,6180,m,247200,3,4,9,4,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,40,150,m2,6000,2,4,1,17,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S1,S3",20,750,L,15000,3,4,1,7,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,AS,5,340,m,1700,3,4,1,59,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,4,750,m,3000,2,4,1,33,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 953. Ad-hoc item (describe under Remarks),BU,60,1080,No,64800,2,4,4,6,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,15,630,m,9450,3,4,4,42,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,3,4,4,32,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,BU,40,1570,m,62800,3,4,1,2,1
3133,Calcutta Road over Rail Bridge,Bridge,Bridge,11/10/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 953. Ad-hoc item (describe under Remarks),U2,8,1080,No,8640,3,4,1,12,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,120,630,m,75600,3,4,4,5,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1,750,L,750,2,4,9,1200,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 456. New pedestrian parapet,"S1,S2",16,5090,m,81440,3,4,9,11,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",42,1220,m,51240,3,4,4,8,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,BU,3,750,m3,2250,2,4,9,400,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,5,750,m3,3750,2,4,1,27,1
3134,3134,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,9,340,No,3060,3,4,9,294,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),BU,10,3100,m3,31000,3,4,4,13,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),BU,10,750,L,7500,3,4,1,13,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",60,6180,m,370800,3,4,9,2,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,200,150,m2,30000,2,4,1,3,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,"S2,S3",1,3100,m,3100,2,4,1,32,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1,750,L,750,3,4,1,133,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,100,480,m2,48000,2,4,1,2,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 357. Replace kerbs or berms,BU,4,950,m,3800,1,1,1,26,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,AS,20,340,m,6800,3,4,1,15,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,4,98,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,1,750,m,750,3,4,1,133,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,50,950,m2,47500,3,4,4,8,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,BU,400,950,m2,380000,3,4,4,1,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U2,4,630,No,2520,3,4,4,159,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,10,630,m,6300,3,4,4,63,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,3,4,4,32,1
3135,Bridge over Saringwa River,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,12,3100,No,37200,3,4,4,11,1
3136,3136,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,2,4,1,8,1
3136,3136,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,4,340,No,1360,2,4,9,662,1
3136,3136,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),BU,1,750,L,750,2,4,1,133,1
3136,3136,Bridge,Bridge,8/15/2019,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,U1,1,5380,No,5380,2,4,1,19,1
3137,Bridge over River,Bridge,Bridge,4/29/2014,P33/5,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),UE,2,630,No,1260,2,4,1,79,1
3137,Bridge over River,Bridge,Bridge,4/29/2014,P33/5,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,4,340,No,1360,2,4,1,74,1
3137,Bridge over River,Bridge,Bridge,4/29/2014,P33/5,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BU,1,1080,No,1080,2,4,1,93,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 953. Ad-hoc item (describe under Remarks),BU,30,1080,No,32400,2,4,1,3,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,"S1,S2",10,750,m3,7500,3,4,9,120,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,S4,20,630,m3,12600,1,1,9,71,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S4,1,750,No,750,3,4,9,1200,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,2,750,m,1500,3,4,1,67,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,30,480,m2,14400,3,4,1,7,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),"S1,S2",1,750,L,750,2,4,1,133,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,4,3100,m,12400,1,1,1,8,1
3138,Lisbon Bridge,Bridge,Bridge,11/9/2016,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S6,2,750,L,1500,3,4,1,67,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,8,3100,No,24800,1,1,4,16,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,10,3100,m,31000,1,1,4,13,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,BU,22,15350,m,337700,1,1,1,0,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,7,750,m,5250,2,4,4,76,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,S1",10,750,m2,7500,2,4,4,53,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U1,1,750,m,750,1,1,4,533,1
3151,Ghobosh,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,1,8,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,11. Parapet, 104. Concrete (reinforced),AS,10,12270,m3,122700,3,4,16,13,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S4,1,750,L,750,2,4,4,533,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,AP",50,6180,m,309000,2,4,4,1,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,200,950,m,190000,1,1,9,5,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,11. Parapet, 454. New endblocks,"S3,S4",2,15350,No,30700,3,4,16,52,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,"BU,AS",2,750,m3,1500,1,1,4,267,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,3,750,m,2250,2,4,4,178,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,3,750,m,2250,2,4,4,178,1
3184,Unknown,Bridge,Bridge,10/9/2018,,NK: Nkangala District Municipality,NK: Emakhazeni Local Municipality,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,40,3100,m,124000,3,4,16,13,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,06. Abutments, 120. Seal cracks,U2,10,750,m,0,0,0,1,9999999,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5,750,L,3750,2,4,1,27,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,"BU,AS",1,340,m,340,1,1,1,294,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,"BU,P1",30,15350,m,460500,2,4,4,1,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,14,3100,No,43400,1,1,1,2,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),"BU,AS",20,80,m,1600,1,1,1,62,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,6,750,m,0,0,0,4,9999999,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,1,1,4,32,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,1,630,m3,0,0,0,1,9999999,1
3195,Anny's,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,7,750,m,5250,1,1,4,76,1
3202,CROCODILE,Bridge,Bridge,8/12/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),U1,5,3100,m3,15500,3,4,1,6,1
3202,CROCODILE,Bridge,Bridge,8/12/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BU,4,3100,No,12400,2,4,1,8,1
3202,CROCODILE,Bridge,Bridge,8/12/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,2,750,L,1500,2,4,9,600,1
3202,CROCODILE,Bridge,Bridge,8/12/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,BU,5,750,m2,3750,2,4,1,27,1
3202,CROCODILE,Bridge,Bridge,8/12/2019,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1-S3,9,340,No,3060,3,4,9,294,1
3237,D1016,Bridge,Bridge,7/20/2018,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,"S1,S3",2,340,No,680,2,4,9,1324,1
3237,D1016,Bridge,Bridge,7/20/2018,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,2,480,m2,960,2,4,4,417,1
3237,D1016,Bridge,Bridge,7/20/2018,,GS: Gert Sibande District Municipality,GS: Dipaleseng Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,5,1080,No,5400,2,4,1,19,1
3254,WAKKERSTROOM,Bridge,Bridge,5/17/2014,0,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,AS,1,750,m3,750,1,1,1,133,1
3255,MABOLA RIVER,Bridge,Bridge,5/17/2014,0,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,10,80,m2,800,2,4,1,125,1
3255,MABOLA RIVER,Bridge,Bridge,5/17/2014,0,GS: Gert Sibande District Municipality,GS: Dr Pixley Ka Isaka Seme Local Municipality,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BU,10,630,No,6300,2,4,1,16,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,1,630,m3,630,1,1,1,159,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 314. Replace joint sealant,BU,10,340,m,3400,1,1,4,118,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,"BU,AS",20,750,m2,15000,2,4,4,27,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,1,750,L,750,1,1,1,133,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,14. Piers & Columns, 120. Seal cracks,P1,1,750,m,750,1,1,1,133,1
3256,Bridge over River,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Mkhondo Local Municipality,6/30/2022,17. Expansion Joints, 304. New 40mm claw,"BU,P1",30,15350,m,460500,2,4,9,2,1
3257,Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U1,2,630,m3,1260,1,1,1,79,1
3257,Bridge,Bridge,Bridge,10/25/2019,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,U2,1,630,m3,0,0,0,1,9999999,1
